FID,globalid,uniq_id,timestamp,editor,wardname,wardcode,lganame,lgacode,statename,statecode,idp_hf_prv,idp_hf,idp_am_mdc,tot_hhold,f_pop_60,m_pop_pl60,f_pop18_59,m_pop18_59,f_pop6_17,m_pop6_17,f_pop1_5,m_pop1_5,f_pop_und1,b_pop_und1,site_id,idp_prtb_w,idp_amnts,idp_am_hs,idp_am_med,agncy_cntc,agency_nam,sma_type,site_cls_d,site_opn_d,site_statu,site_type,set_name,alt_st_nam,t_pop_und5,total_pop,pop_source,site_name
485,c6235c30-ed53-49e8-9e31-11b1989fc594,7399,1517529600000,adanna.alex,Garko,GMSAKK02,Akko,"16001",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garko, ,0,0,IOM DTM RD16 May 2017,Zirin Gaza
486,120b44db-f89b-4f86-98b5-d6eead37ce01,7400,1517529600000,adanna.alex,Kwadon / Liji / Kurba,GMSYDB07,Yamaltu/Deba,"16011",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Tabra, ,0,0,IOM DTM RD16 May 2017,Tabra
487,8a4b9780-66f0-4825-aa67-6a07fca16a47,7401,1517529600000,adanna.alex,Tumu,GMSAKK11,Akko,"16001",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Tumu, ,0,0,IOM DTM RD16 May 2017,Central Primary School
488,33b8885e-5088-4e06-9852-e7b1e5a0a3dd,7402,1517529600000,adanna.alex,Bambam,GMSBLG01,Balanga,"16002",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Angwan Yoribawa
489,c2318712-a9d5-4f7d-b55d-92835782e804,7403,1517529600000,adanna.alex,Bambam,GMSBLG01,Balanga,"16002",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Taliyaye
490,b1edd68e-3166-44e8-9177-476765fe3b7e,7404,1517529600000,adanna.alex,Gelengu,GMSBLG05,Balanga,"16002",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Balansane, ,0,0,IOM DTM RD16 May 2017,Balamsene
491,961740a5-c05a-48aa-a91a-6a9cfb6fb0a4,7405,1517529600000,adanna.alex,Gelengu,GMSBLG05,Balanga,"16002",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Kuka, ,0,0,IOM DTM RD16 May 2017,Garin Kuka
492,6f70de6a-8641-4349-a216-274bfeeb1031,7406,1517529600000,adanna.alex,Gelengu,GMSBLG05,Balanga,"16002",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Unguwan Gumsa, ,0,0,IOM DTM RD16 May 2017,Gara
493,ef767b6a-1d0b-4f9d-8bd4-778ce6c5fed3,7407,1517529600000,adanna.alex,Gelengu,GMSBLG05,Balanga,"16002",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bakasi, ,0,0,IOM DTM RD16 May 2017,Bakusi
494,dffcfa44-c246-4c96-ac72-576288b0536e,7408,1517529600000,adanna.alex,Kindiyo,GMSBLG06,Balanga,"16002",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kwata Tudu, ,0,0,IOM DTM RD16 May 2017,Kundiya
495,5630b11a-2a05-4f2b-bb14-4ef8c48324d6,7409,1517529600000,adanna.alex,Nyuwar / Jessu,GMSBLG08,Balanga,"16002",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Jessu, ,0,0,IOM DTM RD16 May 2017,Shilla
496,c483bc62-48a5-4ccc-aacb-eda1671ccb70,7410,1517529600000,adanna.alex,Bare,GMSBLR03,Billiri,"16003",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kolkos, ,0,0,IOM DTM RD16 May 2017,Kentengereng
497,3c5844e0-7dc0-4490-8d30-714bb40bd555,7411,1517529600000,adanna.alex,Billiri South,GMSBLR05,Billiri,"16003",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Billiri, ,0,0,IOM DTM RD16 May 2017,Ladun Kansha
498,958e16f2-e878-4b02-bcec-034b19a9e8e1,7412,1517529600000,adanna.alex,Billiri South,GMSBLR05,Billiri,"16003",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Billiri, ,0,0,IOM DTM RD16 May 2017,Kekel
499,6fc60f2f-18aa-4313-87b2-ed1ac1147283,7413,1517529600000,adanna.alex,Todi,GMSBLR09,Billiri,"16003",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Shela, ,0,0,IOM DTM RD16 May 2017,Shella
500,eb107631-842b-40d3-aba5-af74cafda82a,7414,1517529600000,adanna.alex,Gombe Abba,GMSDKU01,Dukku,"16004",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Hina
501,f9c1a47d-0267-49dc-9608-bf299d799f24,7415,1517529600000,adanna.alex,Hashidu,GMSDKU02,Dukku,"16004",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Anguwan Chiroma, ,0,0,IOM DTM RD16 May 2017,Anguwar Maoaki
502,b260d2cd-bad6-462b-bc16-b4a4ff8c0a1d,7416,1517529600000,adanna.alex,Malala,GMSDKU06,Dukku,"16004",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Malala, ,0,0,IOM DTM RD16 May 2017,Auyakari
503,f1f29203-725b-45cd-80c5-251c99595886,7417,1517529600000,adanna.alex,Malala,GMSDKU06,Dukku,"16004",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Malala, ,0,0,IOM DTM RD16 May 2017,Anguwar Bauchi
504,3a0d7e21-3c0c-425d-a5a9-7b2100c555cd,7418,1517529600000,adanna.alex,Waziri North,GMSDKU07,Dukku,"16004",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Wuro Bali, ,0,0,IOM DTM RD16 May 2017,Chiroma
505,e84e5ee9-053e-4bc6-a4d8-96c75b843fe9,7419,1517529600000,adanna.alex,Waziri North,GMSDKU07,Dukku,"16004",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Wuro Bali, ,0,0,IOM DTM RD16 May 2017,Babiya Quarters
506,d184e898-8aaf-4394-9c37-b0c0c7cbe259,7420,1517529600000,adanna.alex,Waziri South,GMSDKU08,Dukku,"16004",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Sebidu Kari, ,0,0,IOM DTM RD16 May 2017,Nayelwa
507,37b59271-e427-4260-b76e-6332cbf6d427,7421,1517529600000,adanna.alex,Ribadu,GMSFKY07,Funakaye,"16005",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bojijji, ,0,0,IOM DTM RD16 May 2017,Ribadu
508,43f73ac0-69ff-43a2-8312-806425e4db7f,7422,1517529600000,adanna.alex,Tongo,GMSFKY09,Funakaye,"16005",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Tongo
509,eca154b3-48e4-4e62-b35a-27dc218fb931,7423,1517529600000,adanna.alex,Waziri South,GMSDKU08,Dukku,"16004",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Wawa, ,0,0,IOM DTM RD16 May 2017,Wawa
510,4d558268-0f4e-441c-87e0-b9024ba4adbc,7424,1517529600000,adanna.alex,Shamaki,GMSGME11,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Ajiya B
511,6deea730-6bcf-4c65-9d15-4da953ea318f,7425,1517529600000,adanna.alex,Shamaki,GMSGME11,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Jirkin Katako
512,130e111f-7b12-4a6e-bae2-d9b4db323d15,7426,1517529600000,adanna.alex,Ajiya,GMSGME01,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Federal Low Cost
513,481fbcb4-5990-4ec8-9864-b669d2f1297e,7427,1517529600000,adanna.alex,Shamaki,GMSGME11,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,London Maindorowa
514,d9866626-1a7d-4b24-9ba8-20afc982e621,7428,1517529600000,adanna.alex,Bolari West,GMSGME04,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Bayan Gidan Sarki
515,b77d1350-2f6d-426a-a1cb-85291a330d62,7429,1517529600000,adanna.alex,Pantami,GMSGME10,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Madaki Quarters
516,82fc4d36-e794-4e6a-8b9c-c0570e6ac5da,7430,1517529600000,adanna.alex,Bolari West,GMSGME04,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Layin Masalaci
517,5fc59303-9b0f-4137-ab86-994893cd4701,7431,1517529600000,adanna.alex,Herwa Gana,GMSGME06,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Herwa Gana, ,0,0,IOM DTM RD16 May 2017,Bayan Gidan Modibbo
518,128c98b4-e1b5-4482-9f07-b82524b912af,7432,1517529600000,adanna.alex,Herwa Gana,GMSGME06,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Herwa Gana, ,0,0,IOM DTM RD16 May 2017,Herwagana C
519,397e7bdf-b79e-4f3c-9269-838df64db792,7433,1517529600000,adanna.alex,Herwa Gana,GMSGME06,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Herwa Gana, ,0,0,IOM DTM RD16 May 2017,Herwagana A
520,fba38789-2bdb-48b2-84e3-9e7b3ab2596c,7434,1517529600000,adanna.alex,Bolari West,GMSGME04,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Herwagana D
521,79500f47-43c7-482b-8be3-ffd9b308d46e,7642,1517529600000,adanna.alex,Kashere,GMSAKK04,Akko,"16001",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kashere, ,0,0,IOM DTM RD16 May 2017,Kashere
522,bcd5e89b-653d-47a1-9ac6-d51bb6123584,7435,1517529600000,adanna.alex,Herwa Gana,GMSGME06,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Herwa Gana, ,0,0,IOM DTM RD16 May 2017,Herwagana B
523,1105f95c-5226-4abb-84ea-3950738181ef,7436,1517529600000,adanna.alex,Jekadafari,GMSGME07,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,Government,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Jekadafari
524,a335aec6-ffd9-4c5b-8e07-612764f0e7a2,7437,1517529600000,adanna.alex,Jekadafari,GMSGME07,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Jankai
525,f900aeed-a4dc-464e-bbf1-4455c58bf6c5,7438,1517529600000,adanna.alex,Shamaki,GMSGME11,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Checheniya
526,fea238eb-637d-402d-bd4e-f3b81d9b8918,7439,1517529600000,adanna.alex,Jekadafari,GMSGME07,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Bayan Aroma
527,d9cfbf2c-694b-4787-8b3c-b2d289db720a,7440,1517529600000,adanna.alex,Kumbiya Kumbiya,GMSGME08,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kumbiya Kumbiya, ,0,0,IOM DTM RD16 May 2017,Bayan Nepa
528,c4140c0f-d986-4116-bfd4-2c1d8849cb23,7441,1517529600000,adanna.alex,Pantami,GMSGME10,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Tudun Wada Pantami
529,48a0f5a0-8d88-4d8b-bf3f-5cad62157320,7442,1517529600000,adanna.alex,Pantami,GMSGME10,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Kusuwan Pantami
530,d1549e87-2ca1-48e6-a65a-d337c10325ef,7443,1517529600000,adanna.alex,Pantami,GMSGME10,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Manawachi
531,c680281a-d538-4975-9d6e-d08125128717,7444,1517529600000,adanna.alex,Pantami,GMSGME10,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Gabukka
532,bed1f54a-bcb8-4911-89d2-0de914b838fa,7445,1517529600000,adanna.alex,Bajoga,GMSGME02,Gombe,"16006",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Kagarawal
533,353bb4df-e7a4-4757-a506-2878e1d0119b,7446,1517529600000,adanna.alex,Kamo,GMSKLT06,Kaltungo,"16007",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Sabon Layi Awak, ,0,0,IOM DTM RD16 May 2017,Ang Magaji
534,d39f33a2-95ff-4568-8d62-d440f0238f40,7447,1517529600000,adanna.alex,Kamo,GMSKLT06,Kaltungo,"16007",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Sabon Layi Awak, ,0,0,IOM DTM RD16 May 2017,Kwalashini
535,85e007c0-fd4d-46c2-ba66-7646136bcedb,7448,1517529600000,adanna.alex,Kamo,GMSKLT06,Kaltungo,"16007",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Sabon Layi Awak, ,0,0,IOM DTM RD16 May 2017,Gangari
536,d0b5da1c-87fa-4fed-b008-5b02f66558cd,7449,1517529600000,adanna.alex,Kaltungo West,GMSKLT05,Kaltungo,"16007",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Polanabak, ,0,0,IOM DTM RD16 May 2017,Sabonlayi Lapandita
537,7ade93c8-3497-49a5-9a2a-df73f8ad8b16,7450,1517529600000,adanna.alex,Wange,GMSKLT09,Kaltungo,"16007",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bulanghe, ,0,0,IOM DTM RD16 May 2017,Wange
538,694f7226-5e43-4338-be87-69136033a35d,7451,1517529600000,adanna.alex,Ture,GMSKLT08,Kaltungo,"16007",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Okwaldi, ,0,0,IOM DTM RD16 May 2017,Ture Mai
539,df4dfacc-0e5a-4f99-b30d-304591426837,7452,1517529600000,adanna.alex,Bojude,GMSKWM01,Kwami,"16008",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bojude Community, ,0,0,IOM DTM RD16 May 2017,Lafiya Gabatta
540,360c0d0b-013b-485e-b9b8-864d648736f3,7453,1517529600000,adanna.alex,Daban Fulani,GMSKWM02,Kwami,"16008",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Daban Fulani, ,0,0,IOM DTM RD16 May 2017,Madaki
541,524f18a6-2779-4e91-adae-3d4bceed6ff2,7454,1517529600000,adanna.alex,Doho,GMSKWM03,Kwami,"16008",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,Individual/Private,,, ,Host Communities,Gidan Ibrahim Daki Unguwan Yerima, ,0,0,IOM DTM RD16 May 2017,Ang Yerima
542,6cb6add5-3e0e-4faa-9429-59ef5877a9a8,7455,1517529600000,adanna.alex,Dukul,GMSKWM04,Kwami,"16008",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,Individual/Private,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Fadan Yerima
543,d6e9d974-f775-423b-bbf4-7e8f3cf4fd49,7456,1517529600000,adanna.alex,Gadam,GMSKWM05,Kwami,"16008",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Nassarawu, ,0,0,IOM DTM RD16 May 2017,Madaki
544,a518e354-f191-4f53-9a37-e0e5b91665f2,7457,1517529600000,adanna.alex,Kwami,GMSKWM08,Kwami,"16008",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Unguwan Zani, ,0,0,IOM DTM RD16 May 2017,Pawo Marafa
545,61b6a787-b8d2-476a-b91e-7cc15a70f777,7458,1517529600000,adanna.alex,Malam Sidi,GMSKWM09,Kwami,"16008",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kurugu, ,0,0,IOM DTM RD16 May 2017,Kukrugu
546,7eb484b6-f96f-4702-9c29-4339457e5a3a,7459,1517529600000,adanna.alex,Malam Sidi,GMSKWM09,Kwami,"16008",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kiyari, ,0,0,IOM DTM RD16 May 2017,Kiyari
547,"04e59518-1a5f-4e29-aa02-28a4b0c95787",7460,1517529600000,adanna.alex,Malleri,GMSKWM10,Kwami,"16008",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Malleri, ,0,0,IOM DTM RD16 May 2017,Angwan Yerima
548,c3480222-a1d7-4346-9ecb-5e62d4d24e5b,7461,1517529600000,adanna.alex,Malleri,GMSKWM10,Kwami,"16008",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Malleri, ,0,0,IOM DTM RD16 May 2017,Tafida Palace
549,2cbbe0ce-2bfd-41bf-af63-f06625a7ea0b,7462,1517529600000,adanna.alex,Barwo Nasarawo,GMSNFD01,Nafada,"16009",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Barwo Sabon Gari, ,0,0,IOM DTM RD16 May 2017,Madaki
550,1338ab35-0fbe-4adb-85ed-180575056ba7,7463,1517529600000,adanna.alex,Barwo Nasarawo,GMSNFD01,Nafada,"16009",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Barwo Sabon Gari, ,0,0,IOM DTM RD16 May 2017,Nasarawo
551,9e616402-8445-4f91-983a-6851e9e5492e,7464,1517529600000,adanna.alex,Barwo Winde,GMSNFD02,Nafada,"16009",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Barwo Winde, ,0,0,IOM DTM RD16 May 2017,Kanti
552,9f2deb34-2892-4686-aded-b1a89987e289,7465,1517529600000,adanna.alex,Nafada Central,GMSNFD08,Nafada,"16009",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Nafada Central, ,0,0,IOM DTM RD16 May 2017,Madaki
553,e311f1de-7771-454f-b281-af59f8c3771c,7466,1517529600000,adanna.alex,Nafada East,GMSNFD09,Nafada,"16009",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Unguwan Dallati Nafada, ,0,0,IOM DTM RD16 May 2017,Dalati
554,532dae00-3ca7-486a-83f3-9be0b7434586,7467,1517529600000,adanna.alex,Nafada Central,GMSNFD08,Nafada,"16009",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Nafada Central, ,0,0,IOM DTM RD16 May 2017,Hari
555,4354982c-c6c9-4315-97cb-caf24fa8b304,7468,1517529600000,adanna.alex,Nafada Central,GMSNFD08,Nafada,"16009",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Nafada Central, ,0,0,IOM DTM RD16 May 2017,Ganza
556,10220ed0-1e93-435f-81fd-c444093ac72e,7469,1517529600000,adanna.alex,Burak,GMSSHM03,Shomgom,"16010",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Sabon Layin
557,aa69ffc8-b9ff-4e75-96cf-46a7d2ca8037,7470,1517529600000,adanna.alex,Gwandum,GMSSHM06,Shomgom,"16010",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Gwandum, ,0,0,IOM DTM RD16 May 2017,Ungwan Barrede
558,51857bb2-c9ed-4aae-831f-bcfdb7523229,7471,1517529600000,adanna.alex,Lalaipido,GMSSHM09,Shomgom,"16010",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Lapem, ,0,0,IOM DTM RD16 May 2017,Ungwan Konga
559,457362f4-3e7a-4d00-8d1d-cabc49164097,7472,1517529600000,adanna.alex,Lapan,GMSSHM10,Shomgom,"16010",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Lapan, ,0,0,IOM DTM RD16 May 2017,Kwalkwari
560,35db508d-00df-44a4-b521-dbf954fd91d6,7473,1517529600000,adanna.alex,Deba,GMSYDB01,Yamaltu/Deba,"16011",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Deba
561,611449a9-ae7a-4481-8b36-7c1c2f9cca31,7474,1517529600000,adanna.alex,Hinna,GMSYDB03,Yamaltu/Deba,"16011",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Dala Anguwan Jauro, ,0,0,IOM DTM RD16 May 2017,Dadin Kowa
562,b43477b7-a521-4422-b6cb-5d904cfb8013,7475,1517529600000,adanna.alex,Jagali South,GMSYDB05,Yamaltu/Deba,"16011",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Dumburawa, ,0,0,IOM DTM RD16 May 2017,Kurjelli
563,29c02c59-3447-4069-81b3-1a7eebea3ddd,7476,1517529600000,adanna.alex,Jagali North,GMSYDB04,Yamaltu/Deba,"16011",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Jaurp Musa, ,0,0,IOM DTM RD16 May 2017,Maikaho
564,dfa82774-ffb2-432c-93e5-6c9553117649,7477,1517529600000,adanna.alex,Lano / Kuri / Lambam,GMSYDB08,Yamaltu/Deba,"16011",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Gangare, ,0,0,IOM DTM RD16 May 2017,Kuri
565,6fb73fdc-7f49-48ab-8285-31213d053a3c,7478,1517529600000,adanna.alex,Kwadon / Liji / Kurba,GMSYDB07,Yamaltu/Deba,"16011",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Gadawo Alhaji Danlami Street, ,0,0,IOM DTM RD16 May 2017,Kwadon
566,cd3d6712-1626-4981-b3ee-8210ae86770f,7480,1517529600000,adanna.alex,Kpiri-Kpiri,EBSUGB10,Ebonyi,"11004",Ebonyi,EB, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Muoneke, ,0,0,GRID,Saint Vincent For The Poor
567,"06c61e2c-5774-4580-af10-2fa0674776eb",7481,1517529600000,adanna.alex,Chugwi,PLSBUU02,Jos South,"32006",Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Chugwi, ,0,0,GRID,Rebecca Yohana Gyang
568,97f792a9-8c53-4111-8bc9-7a365596d5b9,7482,1517529600000,adanna.alex,Urban 2,CRSGGJ07,Ogoja,"9016",Cross River,CR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Ogboja Ishikareb, ,0,0,GRID,Flood Victims Resettlement Centre Abakpa
569,fc9f1fb0-fe4e-4c17-95b3-0da0d904dead,7483,1517529600000,adanna.alex,Egbema A,IMSEBM03,Ohaji/Egbema,"17018",Imo,IM, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Iyioji, ,0,0,GRID,Mmahu IDP Camp
